id,name,symbol,slug,date_added,price 
4985,ArdCoin,ARDX,ardcoin,2019-12-18T00:00:00.000Z,0.000588309572721
4668,wave edu coin,WEC,wave-edu-coin,2019-10-11T00:00:00.000Z,0.00116264447013
3261,EvenCoin,EVN,evencoin,2018-09-10T00:00:00.000Z,0.00524291051667
2551,Bezop,BEZ,bezop,2018-03-01T00:00:00.000Z,0.00292073189563
2936,MTC Mesh Network,MTC,mtc-mesh-network,2018-07-23T00:00:00.000Z,0.000414440777105
3141,Blockpass,PASS,blockpass,2018-08-10T00:00:00.000Z,0.000954012558844
3488,Gravity,GZRO,gravity,2018-10-23T00:00:00.000Z,0.000117828872732
2591,Dropil,DROP,dropil,2018-03-18T00:00:00.000Z,6.93637867424e-06
2395,Ignition,IC,ignition,2018-01-14T00:00:00.000Z,0.119013983283
4136,Veles,VLS,veles,2020-02-24T00:00:00.000Z,0.126590773746
3787,Innovative Bioresearch Classic,INNBCL,innovative-bioresearch-classic,2019-03-13T00:00:00.000Z,0.000263241567354
2732,Aston,ATX,aston,2018-05-11T00:00:00.000Z,0.00018692684132
1085,Swing,SWING,swing,2015-09-28T00:00:00.000Z,0.0324785386794
3452,Ether-1,ETHO,ether-1,2018-10-16T00:00:00.000Z,0.00317954365511
3760,Scanetchain,SWC,scanetchain,2019-02-22T00:00:00.000Z,0.0001815731106
4676,MEXC Token,MEXC,mexc-token,2019-09-19T00:00:00.000Z,0.000161109674215
4159,Bitcoin Token,BTCT,bitcoin-token,2019-07-23T00:00:00.000Z,0.0149583940135
37,Megacoin,MEC,megacoin,2013-07-07T00:00:00.000Z,0.00385559230043
1985,Chronologic,DAY,chronologic,2017-09-25T00:00:00.000Z,0.15600261011
4493,Amino Network,AMIO,amino-network,2019-09-10T00:00:00.000Z,0.00294970069002
719,Limitless VIP,VIP,limitless-vip,2014-11-08T00:00:00.000Z,0.000116430666863
1053,Bolivarcoin,BOLI,bolivarcoin,2015-09-08T00:00:00.000Z,0.00993048844513
4792,Agora,VOTE,agora,2019-10-16T00:00:00.000Z,0.00384610164634
128,Maxcoin,MAX,maxcoin,2014-02-12T00:00:00.000Z,0.00233672260632
3166,Bitcoin Incognito,XBI,bitcoin-incognito,2018-08-13T00:00:00.000Z,0.0110008500281
2660,Aditus,ADI,aditus,2018-04-21T00:00:00.000Z,0.000610354747472
389,Startcoin,START,startcoin,2014-06-15T00:00:00.000Z,0.00316378253346
322,Energycoin,ENRG,energycoin,2014-05-15T00:00:00.000Z,0.00116532119929
3449,MMOCoin,MMO,mmocoin,2018-10-15T00:00:00.000Z,0.00222993459365
1852,KekCoin,KEK,kekcoin,2017-07-31T00:00:00.000Z,0.0132017081682
3380,WIZBL,WBL,wizbl,2018-10-03T00:00:00.000Z,0.000939609275397
3895,Matrexcoin,MAC,matrexcoin,2019-04-30T00:00:00.000Z,0.00817868147429
2215,Energo,TSL,energo,2017-11-21T00:00:00.000Z,0.000233486906232
3369,Kuende,KUE,kuende,2019-05-21T00:00:00.000Z,0.000156968795324
217,Bela,BELA,belacoin,2014-03-20T00:00:00.000Z,0.0029209032579
3177,Seal Network,SEAL,seal-network,2018-08-16T00:00:00.000Z,0.000269281954345
4008,Bitcoin CZ,BCZ,bitcoin-cz,2019-06-12T00:00:00.000Z,0.046655168863
2571,Graft,GRFT,graft,2018-03-08T00:00:00.000Z,0.00023365855165
2944,Elysian,ELY,elysian,2018-07-19T00:00:00.000Z,0.00140487303934
2961,Relex,RLX,relex,2018-07-25T00:00:00.000Z,7.28512375498e-05
4588,SWYFT,SWYFTT,swyft,2020-02-19T00:00:00.000Z,0.194140833726
56,Zetacoin,ZET,zetacoin,2013-09-11T00:00:00.000Z,0.000794439075611
3598,OSA Token,OSA,osa-token,2018-11-07T00:00:00.000Z,9.81365916931e-05
1063,BitCrystals,BCY,bitcrystals,2015-09-14T00:00:00.000Z,0.00587248628853
2230,Monkey Project,MONK,monkey-project,2017-11-25T00:00:00.000Z,0.0122670739616
2269,WandX,WAND,wandx,2017-12-29T00:00:00.000Z,0.0108857784916
151,Pesetacoin,PTC,pesetacoin,2014-02-22T00:00:00.000Z,0.000940622312013
3837,MFCoin,MFC,mfcoin,2019-04-22T00:00:00.000Z,0.00634249531265
3158,ZCore,ZCR,zcore,2018-08-13T00:00:00.000Z,0.0213467967286
1123,OBITS,OBITS,obits,2015-11-30T00:00:00.000Z,0.00911268351436
2012,Voise,VOISE,voisecom,2017-10-02T00:00:00.000Z,0.000236477092607
2890,KanadeCoin,KNDC,kanadecoin,2018-07-03T00:00:00.000Z,2.37201084734e-05
3619,BEAT,BEAT,beat,2018-11-27T00:00:00.000Z,0.00103779888176
4778,ebakus,EBK,ebakus,2019-11-09T00:00:00.000Z,0.00140579770719
2516,MktCoin,MLM,mktcoin,2018-02-10T00:00:00.000Z,0.000104195477843
951,Synergy,SNRG,synergy,2015-06-08T00:00:00.000Z,0.0253836570467
2475,Garlicoin,GRLC,garlicoin,2018-01-27T00:00:00.000Z,0.00210292696485
4530,Blur,BLUR,blur,2019-09-11T00:00:00.000Z,0.0214965867518
3642,Trade Token X,TIOX,trade-token-x,2018-12-20T00:00:00.000Z,0.00144869097996
1702,Version,V,version,2017-06-01T00:00:00.000Z,0.000190537689256
1704,eBoost,EBST,eboostcoin,2017-06-06T00:00:00.000Z,0.00123120500938
954,bitEUR,BITEUR,biteur,2015-06-08T00:00:00.000Z,1.13182673561
3643,TENA,TENA,tena,2018-12-20T00:00:00.000Z,0.0455634175718
3419,Quasarcoin,QAC,quasarcoin,2018-10-09T00:00:00.000Z,0.000720757747986
3869,Alpha Token,A,alpha-token,2019-04-16T00:00:00.000Z,0.00400937883836
1522,FirstCoin,FRST,firstcoin,2017-02-05T00:00:00.000Z,0.00388220796784
2929,Truegame,TGAME,tgame,2018-07-17T00:00:00.000Z,0.00144217138423
3912,W Green Pay,WGP,w-green-pay,2019-05-08T00:00:00.000Z,0.00672735299683
5008,Artis Turba,ARTIS,artis-turba,2019-12-06T00:00:00.000Z,0.00407154282391
2367,Aigang,AIX,aigang,2018-01-11T00:00:00.000Z,0.00403238390516
14,BitBar,BTB,bitbar,2013-05-09T00:00:00.000Z,2.50706968432
2749,Signals Network,SGN,signals-network,2018-05-21T00:00:00.000Z,0.00132952389432
50,Emerald Crypto,EMD,emerald,2013-08-04T00:00:00.000Z,0.00610938480162
4207,Birdchain,BIRD,birdchain,2019-08-02T00:00:00.000Z,0.000718560654962
1279,PWR Coin,PWR,powercoin,2018-05-30T00:00:00.000Z,1.18411650601e-05
3824,Vanta Network,VANTA,vanta-network,2019-03-27T00:00:00.000Z,6.15707348453e-05
1257,LanaCoin,LANA,lanacoin,2016-05-18T00:00:00.000Z,6.31617154499e-05
2495,PARETO Rewards,PARETO,pareto-rewards,2018-02-02T00:00:00.000Z,0.000238781857971
2122,Ellaism,ELLA,ellaism,2017-10-30T00:00:00.000Z,0.00584146379125
2669,MARK.SPACE,MRK,mark-space,2018-04-23T00:00:00.000Z,0.000140280441435
1629,Zennies,ZENI,zennies,2017-04-17T00:00:00.000Z,0.000112286879289
2414,RealChain,RCT,realchain,2018-01-16T00:00:00.000Z,0.000221035081123
815,Kobocoin,KOBO,kobocoin,2015-02-15T00:00:00.000Z,0.00451039944047
1605,Universe,UNI,universe,2017-04-01T00:00:00.000Z,0.00128512203408
2722,AC3,AC3,ac3,2018-05-10T00:00:00.000Z,0.000224125886516
3332,Gossip Coin,GOSS,gossipcoin,2018-09-24T00:00:00.000Z,0.00338804899893
290,BlueCoin,BLU,bluecoin,2014-04-28T00:00:00.000Z,0.000189925501083
2249,Eroscoin,ERO,eroscoin,2017-12-06T00:00:00.000Z,0.000584146379125
2256,Bonpay,BON,bonpay,2017-12-06T00:00:00.000Z,0.00958000061766
5591,Pyrk,PYRK,pyrk,2020-05-18T00:00:00.000Z,0.0139814979033
4193,Dynamite,DYNMT,dynamite,2019-07-31T00:00:00.000Z,0.28620880908
4255,CryptoAds Marketplace,CRAD,cryptoads-marketplace,2019-09-03T00:00:00.000Z,0.00747088690465
4397,PEPS Coin,PEPS,peps-coin,2020-05-08T00:00:00.000Z,0.00280390340232
276,Bitstar,BITS,bitstar,2014-04-23T00:00:00.000Z,0.00502365886048
3805,BoatPilot Token,NAVY,boat-pilot-token,2019-03-20T00:00:00.000Z,0.00143435128961
4315,Vidulum,VDL,vidulum,2020-05-26T00:00:00.000Z,0.0146029789625
4284,DABANKING,DAB,dabanking,2019-08-28T00:00:00.000Z,0.0201870474322
1381,Bitcloud,BTDX,bitcloud,2016-09-12T00:00:00.000Z,0.00303756117145
2172,Emphy,EPY,emphy,2017-11-11T00:00:00.000Z,0.0130113166113
2718,PAL Network,PAL,pal-network,2018-05-09T00:00:00.000Z,0.00023365855165
3056,Thore Cash,TCH,thore-cash,2018-08-06T00:00:00.000Z,0.00185228868898
4045,Catex Token,CATT,catex-token,2019-10-14T00:00:00.000Z,0.000129720127035
2883,ZINC,ZINC,zinc,2018-07-03T00:00:00.000Z,0.0185121829804
1678,InsaneCoin,INSN,insanecoin-insn,2017-05-17T00:00:00.000Z,0.00408902465388
2518,LOCIcoin,LOCI,locicoin,2018-02-10T00:00:00.000Z,0.00239620483764
2628,Rentberry,BERRY,rentberry,2018-04-06T00:00:00.000Z,0.00032655732188
3438,Oxycoin,OXY,oxycoin,2018-10-12T00:00:00.000Z,0.000105263843429
5381,PengolinCoin,PGO,pengolincoin,2020-05-11T00:00:00.000Z,0.00900397207226
2151,Autonio,NIO,autonio,2017-11-06T00:00:00.000Z,0.000917163635398
4996,Ultragate,ULG,ultragate,2020-04-03T00:00:00.000Z,0.01043243406
3146,CyberFM,CYFM,cyberfm,2018-08-10T00:00:00.000Z,1.8945784721e-06
3247,Fire Lotto,FLOT,fire-lotto,2018-09-05T00:00:00.000Z,0.00350487827475
2704,Transcodium,TNS,transcodium,2018-05-04T00:00:00.000Z,0.00128512288884
3171,HeartBout,HB,heartbout,2018-08-14T00:00:00.000Z,0.00179171457246
366,BitSend,BSD,bitsend,2014-06-08T00:00:00.000Z,0.00339964727342
3465,Alt.Estate token,ALT,alt-estate-token,2018-10-17T00:00:00.000Z,0.000130979756497
3087,CROAT,CROAT,croat,2018-08-06T00:00:00.000Z,0.00116829275825
3081,Omnitude,ECOM,omnitude,2018-08-06T00:00:00.000Z,0.00145653046771
1754,Bitradio,BRO,bitradio,2017-06-25T00:00:00.000Z,0.0103978055484
1736,Unify,UNIFY,unify,2017-06-23T00:00:00.000Z,0.0051404881363
4940,Kuverit,KUV,kuverit,2019-11-18T00:00:00.000Z,4.35290929891e-05
2557,Bee Token,BEE,bee-token,2018-03-02T00:00:00.000Z,0.00039391241149
5067,MAX Exchange Token,MAX,max-exchange-token,2020-07-14T00:00:00.000Z,0.117902721308
43,Anoncoin,ANC,anoncoin,2013-07-15T00:00:00.000Z,0.0439303849988
3215,Gentarium,GTM,gentarium,2018-08-23T00:00:00.000Z,0.0202114647177
3132,EtherGem,EGEM,ethergem,2018-08-09T00:00:00.000Z,0.0047420775375
1981,Billionaire Token,XBL,billionaire-token,2017-09-23T00:00:00.000Z,0.0306965449993
3464,Cheesecoin,CHEESE,cheesecoin,2018-10-17T00:00:00.000Z,0.000229356868336
2695,TrueVett,VME,truevett,2018-05-02T00:00:00.000Z,0.000517944852313
2271,Verify,CRED,verify,2017-12-14T00:00:00.000Z,0.00677609799786
1156,Yocoin,YOC,yocoin,2016-01-21T00:00:00.000Z,0.000243226393419
3278,PENG,PENG,peng,2018-09-12T00:00:00.000Z,1.16829275825e-05
3159,Apollon,XAP,apollon,2018-08-13T00:00:00.000Z,0.000604137257713
2720,Parkgene,GENE,parkgene,2018-05-09T00:00:00.000Z,0.0003
2565,StarterCoin,STAC,startercoin,2018-03-08T00:00:00.000Z,0.00025365247064
502,Carboncoin,CARBON,carboncoin,2014-08-02T00:00:00.000Z,5.63e-06
3128,SiaCashCoin,SCC,siacashcoin,2018-08-09T00:00:00.000Z,5.68384414291e-06
2884,FSBT API Token,FSBT,fsbt-api-token,2018-07-05T00:00:00.000Z,0.0240612474022
3018,Kalkulus,KLKS,kalkulus,2018-08-01T00:00:00.000Z,0.00467450418567
2093,Bitcoin Red,BTCRED,bitcoin-red,2017-10-25T00:00:00.000Z,0.00397219537805
331,Litecoin Plus,LCP,litecoin-plus,2014-05-21T00:00:00.000Z,0.030025123887
1185,TrumpCoin,TRUMP,trumpcoin,2016-03-01T00:00:00.000Z,0.0125007325133
4797,Swapcoinz,SPAZ,swapcoinz,2019-10-31T00:00:00.000Z,0.00770352119322
175,Photon,PHO,photon,2014-05-23T00:00:00.000Z,2.29582936991e-06
501,Cryptonite,XCN,cryptonite,2014-08-02T00:00:00.000Z,0.000112736673171
1434,Advanced Technology Coin,ARC,arcticcoin,2016-10-19T00:00:00.000Z,0.00276178295623
1799,Rupee,RUP,rupee,2017-07-11T00:00:00.000Z,0.00198609768903
2849,Hurify,HUR,hurify,2018-06-07T00:00:00.000Z,0.000327605566664
945,Bata,BTA,bata,2015-05-29T00:00:00.000Z,0.0156551229606
3729,WOLLO,WLO,wollo,2019-02-06T00:00:00.000Z,0.0018345
1022,LEOcoin,LC4,leocoin,2015-08-04T00:00:00.000Z,0.0525731741213
3612,Business Credit Alliance Chain,BCAC,business-credit-alliance-chain,2018-11-21T00:00:00.000Z,0.000165584477213
3381,Civitas,CIV,civitas,2018-10-03T00:00:00.000Z,0.010047317721
1089,ParallelCoin,DUO,parallelcoin,2015-10-24T00:00:00.000Z,0.244031796188
2286,MicroMoney,AMM,micromoney,2017-12-17T00:00:00.000Z,0.00486476222217
3024,Arionum,ARO,arionum,2018-08-01T00:00:00.000Z,0.000478196642685
4253,CryptoBonusMiles,CBM,cryptobonusmiles,2019-09-03T00:00:00.000Z,1.52380859636e-05
2956,Narrative,NRVE,narrative,2018-07-23T00:00:00.000Z,0.000921915181535
4682,Hyper Speed Network,HSN,hyper-speed-network,2019-09-20T00:00:00.000Z,0.000611282284123
1731,GlobalToken,GLT,globaltoken,2017-06-19T00:00:00.000Z,0.000700767694734
1249,Elcoin,EL,elcoin-el,2016-05-05T00:00:00.000Z,0.00665926872203
1247,AquariusCoin,ARCO,aquariuscoin,2016-05-04T00:00:00.000Z,0.0248992889603
1465,Veros,VRS,veros,2016-11-29T00:00:00.000Z,0.0606343941532
2646,AdHive,ADH,adhive,2018-04-17T00:00:00.000Z,0.000565419847407
3207,Social Activity Token,SAT,social-activity-token,2018-12-10T00:00:00.000Z,0.000584146379125
1933,Suretly,SUR,suretly,2017-08-30T00:00:00.000Z,0.314660724408
4866,Grimm,GRIMM,grimm,2020-02-14T00:00:00.000Z,0.00138386466151
3947,HashNet BitEco,HNB,hashnet-biteco,2019-05-20T00:00:00.000Z,0.00242505713769
5545,NFX Coin,NFXC,nfx-coin,2020-05-06T00:00:00.000Z,0.000592469263293
3131,Thingschain,TIC,thingschain,2018-08-09T00:00:00.000Z,6.23634693168e-06
4168,Cashpayz Token,CPC,cashpayz-token,2019-07-25T00:00:00.000Z,0.0146017243188
2184,Privatix,PRIX,privatix,2017-11-16T00:00:00.000Z,0.0646334274839
18,Digitalcoin,DGC,digitalcoin,2013-06-09T00:00:00.000Z,0.00198621421537
3501,CryptoSoul,SOUL,cryptosoul,2018-10-25T00:00:00.000Z,0.000256558576303
2615,Blocklancer,LNC,blocklancer,2018-03-27T00:00:00.000Z,0.000584146379125
703,Rimbit,RBT,rimbit,2014-10-26T00:00:00.000Z,0.000354817326173
3810,Ethereum Gold Project,ETGP,ethereum-gold-project,2019-04-22T00:00:00.000Z,1.1731973817e-05
3125,XDNA,XDNA,xdna,2018-08-09T00:00:00.000Z,0.00946999179868
2848,Paymon,PMNT,paymon,2018-06-07T00:00:00.000Z,0.000111764364027
3078,Kind Ads Token,KIND,kind-ads-token,2018-08-03T00:00:00.000Z,0.00161437983297
3479,MODEL-X-coin,MODX,model-x-coin,2018-10-22T00:00:00.000Z,0.00556966929882
1888,InvestFeed,IFT,investfeed,2017-08-13T00:00:00.000Z,0.000350487827475
1722,More Coin,MORE,more-coin,2017-06-16T00:00:00.000Z,0.033413172886
2619,BitStation,BSTN,bitstation,2018-03-28T00:00:00.000Z,1.40727444162e-05
2048,Ethereum Cash,ECASH,ethereumcash,2017-10-13T00:00:00.000Z,0.004673171033
61,TagCoin,TAG,tagcoin,2013-11-05T00:00:00.000Z,0.0102287994312
3402,Ifoods Chain,IFOOD,ifoods-chain,2018-10-05T00:00:00.000Z,2.60550443596e-05
2309,SophiaTX,SPHTX,sophiatx,2017-12-26T00:00:00.000Z,0.000195655385341
4826,ZUM TOKEN,ZUM,zum-token,2019-10-25T00:00:00.000Z,4.08133632638e-06
2489,BitWhite,BTW,bitwhite,2018-01-30T00:00:00.000Z,0.00176701812452
3302,UChain,UCN,uchain,2018-09-17T00:00:00.000Z,0.00020775141018
2094,Paragon,PRG,paragon,2017-10-26T00:00:00.000Z,0.00284844323647
3223,DOWCOIN,DOW,dowcoin,2018-08-28T00:00:00.000Z,0.00532672702387
1495,PoSW Coin,POSW,posw-coin,2017-01-03T00:00:00.000Z,0.00141205663925
3080,Commercium,CMM,commercium,2018-08-07T00:00:00.000Z,0.00139542456125
4238,EveriToken,EVT,everitoken,2019-08-12T00:00:00.000Z,0.00269457530771
1468,Kurrent,KURT,kurrent,2016-12-01T00:00:00.000Z,0.00098777959153
2056,PiplCoin,PIPL,piplcoin,2017-10-16T00:00:00.000Z,0.000350487827475
2702,Bitcoin Interest,BCI,bitcoin-interest,2018-05-03T00:00:00.000Z,0.0032712197231
3668,ProxyNode,PRX,proxynode,2019-01-04T00:00:00.000Z,0.000351537544952
1882,BlockCAT,CAT,blockcat,2017-08-12T00:00:00.000Z,0.00799611307295
2747,BlockMesh,BMH,blockmesh,2018-05-21T00:00:00.000Z,0.000215433184621
3027,Webcoin,WEB,webcoin,2018-08-02T00:00:00.000Z,0.00130594177949
3093,BBSCoin,BBS,bbscoin,2018-08-30T00:00:00.000Z,5.79121066334e-07
3665,Impleum,IMPL,impleum,2019-01-04T00:00:00.000Z,0.00759390292863
4069,Blockburn,BURN,blockburn,2019-07-30T00:00:00.000Z,6.42843792598e-05
3045,OPCoinX,OPCX,opcoinx,2018-08-03T00:00:00.000Z,0.000354241923323
3289,BitCoen,BEN,bitcoen,2018-09-14T00:00:00.000Z,0.00824558518567
3497,Bitcoin Zero,BZX,bitcoin-zero,2018-10-24T00:00:00.000Z,0.00198319898815
3240,Ethersocial,ESN,ethersocial,2018-08-30T00:00:00.000Z,0.00126682698622
2966,Fox Trading,FOXT,fox-trading,2018-07-25T00:00:00.000Z,0.00650847983974
2980,WABnetwork,WAB,wabnetwork,2018-07-27T00:00:00.000Z,5.19113974702e-06
3655,Fiii,FIII,fiii,2019-01-01T00:00:00.000Z,0.000118246587706
2825,Naviaddress,NAVI,naviaddress,2018-05-28T00:00:00.000Z,0.000234661359661
5169,PYRO Network,PYRO,pyro-network,2020-02-17T00:00:00.000Z,7.10469903609e-05
3975,Neutral Dollar ,NUSD,neutral-dollar,2019-09-19T00:00:00.000Z,0.704487275201
3440,AirWire,WIRE,airwire,2018-10-12T00:00:00.000Z,0.0004673171033
2419,Profile Utility Token,PUT,profile-utility-token,2018-01-17T00:00:00.000Z,0.00123103637732
341,SuperCoin,SUPER,supercoin,2014-05-26T00:00:00.000Z,0.00105146348243
597,Opal,OPAL,opal,2014-09-13T00:00:00.000Z,0.0036271297532
3324,PluraCoin,PLURA,pluracoin,2018-09-21T00:00:00.000Z,0.000116829275825
3590,CrypticCoin,CRYP,crypticcoin,2018-11-02T00:00:00.000Z,2.14e-05
3480,StrongHands Masternode,SHMN,stronghands-masternode,2019-01-08T00:00:00.000Z,0.0237163429925
730,GCN Coin,GCN,gcn-coin,2014-11-16T00:00:00.000Z,3.1193398583e-07
4384,CaluraCoin,CLC,caluracoin,2020-01-10T00:00:00.000Z,0.00479000030883
2932,No BS Crypto,NOBS,no-bs-crypto,2018-07-15T00:00:00.000Z,4.26508809603e-05
2870,FantasyGold,FGC,fantasygold,2018-06-20T00:00:00.000Z,0.0032712197231
3615,HyperQuant,HQT,hyperquant,2018-11-26T00:00:00.000Z,0.000564428867867
1830,SkinCoin,SKIN,skincoin,2017-07-21T00:00:00.000Z,0.000602143596156
3639,PlayGame,PXG,playgame,2018-12-18T00:00:00.000Z,5.28810186978e-05
3649,Plus-Coin,NPLC,plus-coin,2018-12-26T00:00:00.000Z,0.00011194677554
1582,Netko,NETKO,netko,2017-03-20T00:00:00.000Z,0.00490945572195
3659,QUINADS,QUIN,quinads,2019-01-03T00:00:00.000Z,3.94705502005e-06
2754,HeroNode,HER,heronode,2018-05-21T00:00:00.000Z,4.74470656699e-05
2582,LALA World,LALA,lala-world,2018-03-12T00:00:00.000Z,0.000208645772996
4088,PDATA,PDATA,pdata,2019-07-05T00:00:00.000Z,0.000117200312072
4577,LunchMoney,LMY,lunchmoney,2020-06-29T00:00:00.000Z,0.000717840528936
5667,Bitgesell,BGL,bitgesell,2020-06-08T00:00:00.000Z,0.0139751179742
2745,Joint Ventures,JOINT,joint-ventures,2018-09-17T00:00:00.000Z,0.00232086835179
3262,CYCLEAN,CCL,cyclean,2018-09-10T00:00:00.000Z,7.54495786614e-05
3256,Bitether,BTR,bitether,2018-09-07T00:00:00.000Z,0.000894539244703
3383,Knekted,KNT,knekted,2018-10-03T00:00:00.000Z,5.05731763169e-05
2589,Guaranteed Ethurance Token Extra,GETX,guaranteed-ethurance-token-extra,2018-03-14T00:00:00.000Z,0.000167614488682
1044,Global Currency Reserve,GCR,global-currency-reserve,2015-08-26T00:00:00.000Z,0.000469640974577
3685,BTC Lite,BTCL,btc-lite,2019-01-09T00:00:00.000Z,0.00268707334398
72,Deutsche eMark,DEM,deutsche-emark,2013-12-15T00:00:00.000Z,0.000934689042528
3694,INMAX,INX,inmax,2019-01-11T00:00:00.000Z,0.0319454073379
3767,1X2 COIN,1X2,1x2-coin,2019-02-27T00:00:00.000Z,0.00980266528495
3471,RoBET,ROBET,robet,2018-10-18T00:00:00.000Z,0.0625704710936
5057,Helex,HLX,helex,2019-12-19T00:00:00.000Z,0.711208976885
3457,Iridium,IRD,iridium,2018-10-16T00:00:00.000Z,0.00245190173725
3599,EtherInc,ETI,etherinc,2018-11-07T00:00:00.000Z,0.000155951377957
5679,PLAAS FARMERS TOKEN,PLAAS,plaas-farmers-token,2020-06-08T00:00:00.000Z,0.00419428794705
2439,SelfSell,SSC,selfsell,2018-01-20T00:00:00.000Z,0.000126305760642
1252,2GIVE,2GIVE,2give,2016-05-16T00:00:00.000Z,9.35384903084e-05
3503,CommunityGeneration,CGEN,communitygeneration,2018-10-25T00:00:00.000Z,0.000115756071427
2290,YENTEN,YTN,yenten,2017-12-18T00:00:00.000Z,0.00198609768903
2065,XGOX,XGOX,xgox,2017-10-18T00:00:00.000Z,2.01532745644e-05
920,SounDAC,XSD,bitshares-music,2015-05-07T00:00:00.000Z,0.00326301641978
1483,vSlice,VSL,vslice,2016-12-17T00:00:00.000Z,0.0013882949134
5595,MultiCoinCasino,MCC,multicoincasino,2020-05-18T00:00:00.000Z,0.00958013039616
3491,EZOOW,EZW,ezoow,2018-10-23T00:00:00.000Z,3.96194348447e-06
3856,SF Capital,SFCP,sf-capital,2019-04-12T00:00:00.000Z,0.000455634175718
3387,BLAST,BLAST,blast,2018-10-08T00:00:00.000Z,0.00101604505531
2752,Datarius Credit,DTRC,datarius-credit,2018-05-21T00:00:00.000Z,0.000279201891357
1120,DraftCoin,DFT,draftcoin,2015-11-23T00:00:00.000Z,0.00504152650215
4154,Asian Dragon,AD,asian-dragon,2019-08-15T00:00:00.000Z,0.00081704038915
3825,PUBLYTO Token,PUB,publyto-token,2019-03-29T00:00:00.000Z,2.88096234107e-05
2007,Regalcoin,REC,regalcoin,2017-10-01T00:00:00.000Z,0.00332911047059
3517,SONDER,SNR,sonder,2018-10-29T00:00:00.000Z,0.000250979684051
3882,Arqma,ARQ,arqma,2019-04-25T00:00:00.000Z,0.00712527227438
1273,Citadel,CTL,citadel,2016-06-02T00:00:00.000Z,0.00385536610223
3343,ANON,ANON,anon,2018-09-25T00:00:00.000Z,0.00553462311864
4076,ETHplode,ETHPLO,ethplode,2019-07-09T00:00:00.000Z,0.00095955605826
2288,Worldcore,WRC,worldcore,2017-12-17T00:00:00.000Z,0.00023365855165
2404,TOKYO,TOKC,tokyo,2018-01-16T00:00:00.000Z,0.00015252
3597,InterValue,INVE,intervalue,2018-11-06T00:00:00.000Z,0.000324870135915
921,Universal Currency,UNIT,universal-currency,2015-05-07T00:00:00.000Z,0.00259855959234
3414,ZeusNetwork,ZEUS,zeusnetwork,2018-10-09T00:00:00.000Z,5.84146379125e-07
3331,CrowdWiz,WIZ,crowdwiz,2018-11-14T00:00:00.000Z,0.0095
3932,Connect Coin,XCON,connect-coin,2019-05-14T00:00:00.000Z,0.00103978055484
4084,Thar Token,THAR,thar-token,2019-08-15T00:00:00.000Z,0.0532320618073
1474,Eternity,ENT,eternity,2016-12-07T00:00:00.000Z,0.00476799695575
1165,Evil Coin,EVIL,evil-coin,2016-01-31T00:00:00.000Z,0.00191765993982
2923,XMCT,XMCT,xmct,2018-07-15T00:00:00.000Z,0.000382194818707
3121,IGToken,IG,igtoken,2018-08-09T00:00:00.000Z,1.0380806746e-05
3646,Herbalist Token,HERB,herbalist-token,2018-01-08T00:00:00.000Z,4.21984547137e-06
2311,ACE (TokenStars),ACE,ace,2017-12-26T00:00:00.000Z,0.00329834464027
3006,Niobio Cash,NBR,niobio-cash,2018-07-31T00:00:00.000Z,0.00028321498658
4018,Klimatas,KTS,klimatas,2019-06-18T00:00:00.000Z,0.0549606921504
3222,Bionic,BNC,bionic,2018-08-28T00:00:00.000Z,7.40072816259e-05
2926,PRASM,PSM,prasm,2018-07-30T00:00:00.000Z,1.75243913738e-05
1671,iTicoin,ITI,iticoin,2017-05-12T00:00:00.000Z,1.22997861589
1970,ATBCoin,ATB,atbcoin,2017-09-19T00:00:00.000Z,0.000934634206601
3133,Arepacoin,AREPA,arepacoin,2018-08-09T00:00:00.000Z,0.00230625940301
2051,Authorship,ATS,authorship,2017-10-14T00:00:00.000Z,0.000387569748269
2648,Bitsum,BSM,bitsum,2018-04-17T00:00:00.000Z,2.3158038642e-05
4344,ImageCash,IMGC,imagecash,2020-04-27T00:00:00.000Z,0.00817775147184
3798,Xuez,XUEZ,xuez,2019-03-20T00:00:00.000Z,0.0101641469968
1306,Cryptojacks,CJ,cryptojacks,2016-07-11T00:00:00.000Z,9.44626075123e-05
1141,Moin,MOIN,moin,2016-01-04T00:00:00.000Z,0.00408902465388
2372,CDX Network,CDX,cdx-network,2018-01-11T00:00:00.000Z,0.00116829275825
2733,Freyrchain,FREC,freyrchain,2018-05-11T00:00:00.000Z,7.5392413925e-05
1353,TajCoin,TAJ,tajcoin,2016-08-19T00:00:00.000Z,0.00210292696485
1850,Cream,CRM,cream,2017-07-31T00:00:00.000Z,0.000817804930776
1297,ChessCoin,CHESS,chesscoin,2016-07-02T00:00:00.000Z,0.000677313580083
5016,Innovative Bioresearch Coin,INNBC,innovative-bioresearch-coin,2020-03-11T00:00:00.000Z,0.0607609474725
4365,Streamit Coin,STREAM,streamit-coin,2019-09-02T00:00:00.000Z,0.00265984518414
3021,InternationalCryptoX,INCX,internationalcryptox,2018-08-02T00:00:00.000Z,8.29660619758e-05
3919,Doge Token,DOGET,doge-token,2019-05-06T00:00:00.000Z,3.96445911166e-06
3610,Micromines,MICRO,micromines,2018-11-19T00:00:00.000Z,1.91722564625e-06
1511,PureVidz,VIDZ,purevidz,2017-01-19T00:00:00.000Z,0.000275223174057
